None,Python and Coding,Github,MySQL,Assignments,Quizzes,Understanding requirements and instructions,Learning New Material,Course Structure and Materials,Time Management and Motivation,Group Work,API,Project,text
0,0,0,0,0,1,0,0,0,0,0,0,0,"😖FrustratedAlmost every quiz or test I have taken has had poorly written questions, questions that don't align with material in slides, and trick questions that don't help the students learn.Poorly written questions.I did my best to try and figure out the information I am actually supposed to know.Still just the questions."
0,0,0,0,0,0,0,0,0,0,0,1,0,😊SatisfiedI feel like the class has a very good structure and is very flexible for each studentI struggled with API's I did my own research outside of class to better grasp the conceptNo
1,0,0,0,0,0,0,0,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)Just waiting for the project part to startN/AN/AN/A
1,0,0,0,0,0,0,0,0,0,0,0,0,"😍Excited,😊SatisfiedI'm going with excited because this part of the course covers creating web apps using FastAPI and handling databases with MySQL. These are key skills I've been eager to learn, and the thought of developing my own applications is thrilling. This is precisely the kind of practical knowledge I was hoping to gain!In the recent modules, I didn't really face any significant struggles. Initially, I thought integrating FastAPI with MySQL might be challenging, considering the complexity of managing database connections and asynchronous operations. However, the clear explanations and practical examples provided made it much easier to grasp. TN/AI don't have any challenge currently."
0,0,1,0,0,0,0,0,0,0,0,0,0,😊SatisfiedI like the different aspects of this course.The biggest challenge was getting my work into the GitHub.Im still looking back at the videos and trying to figure it out.N/A
0,0,0,0,0,1,0,0,0,0,0,0,0,"😐Neutral (No strong positive or negative emotions)I fell very confident with my abilities to succeed in this class and grateful for the TAs and Professors Support when in need of help.The biggest challenges are the trick questions within the Quizzes that can cause a bit weariness in my own grade confidence.I would not say I have overcame the challenges, however I do take the steps forward in studying the PowerPoints and listening to the lectures to maximize my preparation for the quizzes.My current challenge now in the course maybe the coming group work in the coming weeks. "
0,1,0,0,0,0,0,0,0,0,0,0,0,😍ExcitedI'm excited to keep learning new concepts.Using new languages has been my challenge throughout this entire course.Reading and practicing the new languages helped me learn them quickly.My main challenge is understanding Python but I'm working on it still.
0,0,0,0,0,0,0,1,0,0,0,0,0,"😍Excited,😊Satisfied,😖Frustrated,😟Confused,😰Anxious,😐Neutral (No strong positive or negative emotions)Because I feel like the course is teaching me a lot of cybersecurity and computers in general. Understanding the concepts Revision None "
0,0,0,0,0,0,0,0,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)I am doing alright in the class.The recent test. I passed but I was not satisfied with how well I did. I will be studying more and try to pay more attention in class.Not at the moment.
0,0,0,0,0,0,0,0,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)Chose neutral because it just fits best for how I feel.There hasn't been anything challenging in the past few modules except the midterm.It wasn't really a challenge to overcome but probably should've prepared better for the midtermNo current challenges
0,0,0,0,1,0,0,0,0,0,0,0,0,"😊SatisfiedI am enjoying the course contentStruggling with Assignment 4, not with the content but with errors downloading uvicorn.I went to office hours for help.No."
1,0,0,0,0,0,0,0,0,0,0,0,0,😰Anxiousits not over yet...N/AN/ANone
0,0,1,0,0,0,0,0,0,0,0,0,0,"😊Satisfied,😟Confusedim satisfied with the class overall, but im still confused about github and pushing it through the console. it keeps giving me error. I cant meet during office hours because im at work if im not in school. I wish there was a video tutorial so that i dont lost points on it.githubnot yetgithub"
0,0,0,0,0,1,0,0,0,0,0,0,0,"😰Anxious,😐Neutral (No strong positive or negative emotions)My grape dropped lower then expected, but it will rise!My biggest challenges are the quizzes on the past modules!To overcome these challenges i have to make sure I read the material more.I'm working through them!"
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedThe course so far has been interesting and I am currently satisfied with the material.None so far.N/AN/A
0,0,0,0,1,0,0,0,0,0,0,0,0,"😊Satisfiedi feel satisfied because I have been learning a lot. Working with and practicing python is a good skill that I will need for my future internship as a software developer. I am also satisfied because I have been working hard and as a result, it has kept my grade up. 

 The first challenge was definitely the exam. There was a significant amount of material to go through. The assignments weren't too difficult, just had a few stumps along the way that I had to take the time to figure out. For the exam, I had to study all the material in detail, and go over the quizzes. This helped me overcome the challenge, and I was satisfied with my grade. For the assignments, I went to office hours when I had to and the TA's helped me out. I do not. I am looking forward to learning about the group project, and I hope I get with a good group that are willing to work and complete the project!"
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedI feel satisfied with the course.I don't have any current challenges.I don't have any current challenges.I don't have any current challenges.
0,0,1,0,0,0,0,0,0,0,0,1,0,😊SatisfiedI think we're learning pretty cool things so far. I don't completely understand how API's work for the assignment. And I accidentally had some diverging paths and unnecessary files upstaged in my console/git that caused me issues. The instructions were easy to follow for the API assignement. And I used the merging/fast forwarding notes from earlier to fix my issue. Not yet. 
0,0,0,0,0,0,0,1,0,0,0,0,0,"😍Excited,😊SatisfiedIt feels like we are actually putting things together that we have learnti want to get better but im bad with backend/networking so some stuff is a little confusingim taking some outside online classesjust never been great at memorization for the like testing"
0,0,0,0,1,1,0,0,0,0,0,0,0,"😊SatisfiedThe workload is the right amount per week, but I do think some of the quiz questions could be worded a little bit better.I was having some trouble with assignment 4, but I got over it.I reviewed the material and made sure I understood it before taking any further steps.N/A"
0,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedReady to move on to actually working on a big project at this pointThe midtermI did good enough that my grade didnt drop to muchno
0,0,1,0,0,0,0,0,0,0,0,0,0,😊SatisfiedI chose satisfied because I am doing well in this course.My biggest challenge for these past modules is learning how to use git and github.The steps I took towards overcoming this challenge was asking for help and a lot of googling.No
0,0,1,0,0,0,0,0,0,0,0,0,0,😊SatisfiedI am good with my class workload I am just waiting for grades to be updated.GitHub installationTA hrsNo
0,0,1,1,0,0,0,0,0,0,0,0,0,"😖FrustratedLittle bit of frustration MySql is biggestNot sure if I have overcome the issue, still figuring it out.MySQL, GitHub repository link"
0,0,0,0,0,0,0,0,0,0,0,1,0,"😊Satisfied,😟ConfusedThe course so far has been good. I have learned a lot about the processes taken into consideration when starting a program from scratch. I think learning SQL was pretty neat. I chose confused because this week's assignment #4, had been challenging. I am waiting for class to start tomorrow so I can get my questions on installing fastapi and uvicorn.The toughest module is being presented this week. I have watched many videos on fastapi, I've been trying to download or rather ""install"" it. I can't even begin because I am stuck at this point. The step that I am taking to overcome this challenge is ask the TA's during breakout rooms tomorrow during lecture. I would ask sooner however, the past three times I've joined office hours, the meeting was not started :(. No challenges currently, I am trying to understand all the different ways code can be utilized. "
0,0,0,0,1,0,0,0,0,0,0,0,0,"😊Satisfied,😐Neutral (No strong positive or negative emotions)The labs are a bit challenging sometimes but overall im happy with what I am learning.The labsBy watching the videos and using resourcesNo"
0,0,0,0,1,0,0,0,0,0,0,0,0,🙂 Satisfiedi feel good with the stuff learned.some of the html exercises we did and projectsBy practicing and starting work early None
0,0,0,1,0,0,0,0,0,0,0,0,0,😵 Confusedmyspl doesn’t run on my mac which makes studying difficult myspl not workingi had to use a new computer which was a hassle just the my spl problem 
0,0,0,0,0,0,0,0,0,1,0,0,0,"😵 Confused,😰AnxiousI wasn't able to keep up with the work due to some personal reasons and I was busy and I fell behind on the assignments.i couldn't complete the assignmentsn/an/a"
0,0,0,0,0,0,1,0,0,1,0,0,0,"🙂 Satisfied,😵 ConfusedIt seems fine so farI think setting up some of the assignments. I wish some of the assignment instructions were more detailed.I just figured it out after a while. Just the assignments and balancing my internship with this class. "
0,0,0,1,0,0,0,0,0,0,0,0,0,🤩 ExcitedBecause we get to work in teams nowThe database work.Im still working on watching videos and learning more about the conceptsNo
0,0,0,0,0,0,0,0,0,1,0,0,0,"😵 Confused,😰AnxiousI selected this choice because I am behind on the coursework and have many missing assignments.My biggest challenge was being able to turn in assignments on time and staying on top of the content.I didn't overcome these challenges yet.

 Yes, my current challenges are  being able to turn in assignments on time and staying on top of the course content."
0,0,0,0,0,0,1,0,0,0,0,0,0,"😵 Confused,😐 NeutralMy Pycharm has stopped working and not sure how to fix it. I will probably need to get another device to complete my work.Some of the topics have been confusing implementing.Watching tutorials and examples of others completing these tasks has helped me understand how I should try implementing them into my code.Working on a different IDE has been confusing for me, especially when it stopped working randomly and now my github won't connect again."
0,0,1,0,0,0,1,0,0,0,0,0,0,😐 NeutralI am at the point in the semester where it is flowing and moving nothing extra.Understanding instructions was a somewhat hard part of the previous lab.I read through the instructions and moved ahead with the help of YouTube and troubleshooting methods.The GitHub stuff is the only challenging part of course.
0,0,0,0,0,0,0,0,0,1,0,0,0,😐 Neutralnonetimetime +none
0,0,0,0,1,0,0,0,0,1,0,0,0,😰AnxiousI am struggling with the programming assignments.Assignment 5 was my biggest challenge.I need to attend office hours more frequently and consistently.Keeping up with the coding assignments is a challenge for me.
0,0,0,1,1,0,0,0,0,0,0,0,0,🙂 SatisfiedI have been learning a lot this semester that I feel comfortable implementing in a professional setting.Assignment 5 was difficult. Mostly the MySQL to API connection. I ran into errors on my end.N/A.N/A.
1,0,0,0,0,0,0,0,0,0,0,0,0,"🙂 Satisfied,😐 NeutralI don't really feel any certain way about, I feel like I've learned alot though about the development pipeline.none as of yet, as I do most of this for work currently.no challenges currently.none."
0,0,1,0,0,0,0,0,0,1,0,0,0,🙂 SatisfiedI am currently finished with assignment 1 having difficulty uploading it on github and will attend office meeting on tuesday.Getting started on my late assignments. I will get them done.using time management skills and utilizing themcurrently i am in progress to finish my assignments. i hope that you may forgive me and allow me to turn them in.
0,0,0,0,0,0,0,0,0,0,1,1,0,"🤩 Excited,😵 Confused,😰AnxiousI am excited to work with the team, however, I am a little confused about APIs and a little anxious that all of this teamwork and projects are in the last couple weeks. Not much just trying to learn APIs.I worked on the assignment and have met with the TAs. I did have some problems with GitHub, but I resolved them with the TA but I am still having some trouble with APIs. "
0,0,0,1,1,0,1,0,0,0,0,0,0,😵 Confusedi don’t understand the directions of Assignment 5 or how to use Mysql. I went to tutorials and the TA wasn’t entirely helpful. Using Mysql and unclear directions. I went to TA office hours and sought help. Mysql. I feel like i’m learning enough to follow the directions of the assignments but not enough to know what i’m doing.  
0,0,0,0,0,0,0,1,0,0,0,0,0,"🙂 Satisfied,😰AnxiousI feel content with what I have gone through so far to the point where I would not say I feel solely anxious, but I am concerned with my future going forward with this class. As the semester rounds out, I do get more concerned about the content of the course.The past few modules have gone alright, except from the most recent module which gave me a difficult time, but I believe I have it figured out. It seems the bulk of the difficulty I had was in missing commands.I got in touch with the TAs and they helped me piece together the missing pieces to my programs to help it get working.I think that I am doing better as of right now, but I fear that the more the assignments start to add up towards the end with this final project, the more I may be overwhelmed."
0,0,0,0,1,0,0,0,0,0,1,0,0,"😐 NeutralI was doing okay, but the first group assignment didn't go to well (most of my group procrastinated) but they seem like they are gonna try and be on time for the rest of the assignments. Getting my group to respond in a timely manner and Assignment 5 gave me a challenge.There wasn't much I could do about the group thing, we just picked up the slack of the other two and got our work done. For assignment five I re looked over the previous assignment and did some reading. Not at the moment."
0,0,0,0,0,0,0,1,0,0,0,1,0,"🤩 Excited,😵 ConfusedConfused because of all the new things that I'm interacting with, not bad confusion.Learning the new systems that I'm unfamiliar with, especially familiarizing myself with fastapi.I went and did some research on my own after completing the class assignments.None that are very pressing, no."
0,0,1,0,0,0,0,0,0,0,0,0,0,"🙂 SatisfiedI selected satisfied because thus far I have been able to keep up with the learning and workload and for the issues that I do come across, I haven't had much trouble in resolving them. The biggest challenge that I have come across these past few modules has been using git commands to setup and upload the assignment structure to github but after it's set up I don't encounter anymore issues. (I create new projects for each assignment)I managed to overcome this challenge by using the github commands resources provided for the extra credit assignment. N/A"
0,0,1,0,0,0,0,0,0,0,1,0,0,"🤩 Excited,🙂 SatisfiedI selected the choices because the course has still been smooth sailing so far for the most part. I'm satisfied with the content I learned recently like FastAPI and the get and post. As well as learning git which was a little tough, but not too bad.The biggest challenge was getting with my groupmates, and learning a bit of the git stuff. I eventually did get with my groupmates by consistently contacting them by email and that issue is resolved. With git, I had to study a bit of how commits work because it was causing me troubles in the repo for my assignment, but it's all good now.Right now, nothing really bothers me except the upcoming deadlines for the project, but that's not really a challenge as of now."
0,0,0,0,1,0,0,0,0,0,1,0,0,"😐 NeutralI feel neither here nor there about the class. I understand what I have to do, I think the group final project stresses me out as group projects especially in online courses are very hit or missIt was figuring outthe exact specifications of assignment 5, the instructions were a bit unclear so I followed them by the book but it felt weird to only have one resource for each sandwich like bread or cheese instead of a varied amount of resourcesI followed the instructions to a Tee and will see how my grades reflect that as it was fairly open ended from my interpretation as long as it worked in the api callsNope just working on my final assignment"
0,0,0,0,0,0,0,0,0,1,0,0,0,🤩 ExcitedI am enjoying learning the contentkeeping up with the workI started setting times to work on this classNot really.
0,1,0,0,0,0,0,0,0,1,0,0,0,"🙂 SatisfiedI enjoy the course greatly, i really like software engineeringi havent had any challenges in particular, I do get kinda over the ""proper"" way to do things, but I guess its better to code properly and with a good plan than just get straight to coding.I'm prioritizing slowing down a bit more and thinking about the big picture when I codeNone in particular, the group format will take some adjusting because I am a very busy person and sometimes the group has discussions when I am not available, but I think we will manage."
0,0,0,0,0,0,0,1,0,0,0,1,0,"😵 Confused,😐 NeutralWith the final project being due soon, there are still some things that I feel confused about, especially with the FastAPI implementation that we have been learning and using.The FastAPI has brought several challenges for me, some that I have solved on my own and some with the help of the TAs. Understanding how it works and how to properly implement it to make sure it is functioning correctly still requires some practice for me.Watching the youtube videos provided in Canvas, looking at documentation and references, using forums like StackOverflow, and reaching out to the TAs has helped me solve some challenges, but I believe once I start working with it more and understanding it functionality with the code will I be able to completely overcome these challenges. Using and creating APIs using FastAPI, using CRUD operations, and remembering all of the frameworks and methods of software engineering."
0,0,1,0,0,0,0,0,0,0,0,0,0,"🙂 SatisfiedI feel as though I have learned a lot of valuable information from this course with excellent resources provided. One of my biggest challenges for these past modules was navigating gitHub. After reviewing the support module covering gitHub, I saved all of the resources provided and worked on the interactive resources for some time. I found the interactive resources given to be incredibly helpful and have really helped me navigate better. At the moment I am not seeing any challenges for this course. "
0,0,0,0,0,0,0,0,0,1,0,1,0,"🤩 ExcitedI've been really enjoying learning about how python, sql, and fastapi all work together. It makes me feel prepared for work after university, because it feels more practical knowledge than theoretical.This has been my first time learning about APIs, which has been a bit of a struggle to understand conceptuallyAssignment 5 was very helpful for understanding how everything worked because it broke down the individual controller and main files. In addition, I have been working with people I know who work with APIs often to help me understand better.My biggest challenge at the moment is time management, but I have been working on them using the time management information you've given which has been very helpful."
0,0,1,0,1,0,0,0,0,0,0,0,0,😐 NeutralI'm in between emotions for the course. It's going well so far so I feel neutral about it. My biggest challenge so far was assignment 5. I kept chipping away at it and watched videos for some github help and was able to sorta figure it out for the most part.N/A
0,0,0,0,0,0,1,0,1,0,0,0,0,😣 FrustratedI am kind of annoyed that a lot of the coding learning is supposed to be done almost entirely through youtube videos. For the assignment 5 I was annoyed trying to figure out exactly how to set everything up because it wasn't really explained in the assignment directions. I just went through all the different possible ways to do it until it worked. Not right now 
0,0,0,0,0,0,0,1,0,0,0,1,0,"🤩 Excited,🙂 SatisfiedEverything going goodLearning more about APIs and how to create themHad to look at many examples and working with the TAs on how to properly create and implement the CRUD operationsSo far so good."
0,0,0,0,0,0,0,0,0,1,1,0,0,"🤩 ExcitedI have been enjoying learning how to navigate github and PyCharm.   I had previously been timid about moving away from VSCode as I had gotten very familiar with how to use it.  PyCharm has been fun to learn; I have had to redo a lot of things because I have gotten ahead of myself or missed one step.  I learn best from my mistakes, especially if I decided to do one thing and should have done the other, I typically don't forget for the most part. Time management honestly, I have had to dedicate a lot of time to reading and refreshing myself on certain topics within the python language.I studied a lot of examples given on Sololearn and a few other code tutorials; some being on youTube like the Mosh tutorials.  I followed along with a few of the exercises and it gave me a better understanding of the syntax and such.Nothing really - I am trying to not do everything for the group work.  I am a bit anxious about the group work as we don't have to actually meet, but rely on discussion boards or other asynchronous types of communication within the group"
0,0,0,0,0,0,0,0,0,0,0,0,0,"🤩 ExcitedRecently, my group and I have begun communicating more directly via Zoom and voice calls, and I have found that we gel very well together and seem to all be on the same page of working hard on the project and getting it done as soon and as effectively as possible. As someone who has had prior negative experiences with group projects, I found this very exciting.My largest challenge thus far was with Assignment 5, as I ran into several issues that were causing my program to not load correctly and only show the ""Orders"" tab in the app preview. I discovered this after I was double checking my assignment post my initial submission, and it definitely caused me some frustration trying to figure it out, as my project would simply not display any of the other categories.I was able to finally overcome this challenge after some effort thanks to some guidance a fellow group member gave me in loading the project via terminal rather than directly through Pycharm. As it turned out, the Pycharm terminal was loading an old version of the project before I had made any changes, but using the base command prompt of my computer showed the changes I had made were working properly.Currently my main challenge I foresee is having to overcome the fact I am due for a major surgery tomorrow morning, and I hope that I will be able to recover quickly so that I may help my group members and keep up with classwork as well."
0,0,1,0,0,0,0,0,0,0,0,1,0,"🙂 SatisfiedSome assignments have been challenging but that has been due to external factors such as faulty internet or the speed at which I am learning how to become more accustomed to using github routinely. My largest challenge was the CRUD operations in FastAPI. For whatever reason I could not get the endpoints to work. I had looked over all files and was positive that I didn't miss anything. I even ensured none of the original assignment files that were not meant to be altered were the same. None of the endpoints were functional through the FastAPI even after restarting the uvicorn multiple times. It wasn't until I restarted my laptop and reinstalled pyCharm did it finally work. As explained previously, I overcame the challenge of assignment 5 by first utilizing logs when debugging, then ultimately restarting my pc and reinstalling pycharm and  it suddenly worked and I was able to see all of the endpoints that I implemented working as expected. I do not have any current challenges in the course."
0,1,0,0,0,0,0,0,0,0,0,0,0,"🤩 ExcitedExcited to learn more about the implementation of an API in pythonSo far, it was implementing a more object oriented approach to pythonDid research into the topic to get a better understandingNone"
0,0,0,0,0,0,0,0,0,1,0,0,0,"🤩 Excited,😰AnxiousI have learned a lot about from this course, and I have even been able to apply some of the knowledge to my SWE internship. I am anxious because the course load has ramped up, and it is a little stressful to keep up, but I am doing fine.My biggest challenge is finding the time to study and practice what I have learned. But thanks to the Time management/studying pages, I have been able to organize myself a little better.I mentioned the studying and time management modules/pages that have been optional in this class, it has slowly helped me manage my time better.I don't have any current challenges besides finding time."
0,0,0,0,0,0,0,0,0,1,0,1,0,"🙂 Satisfied,😣 Frustrated,😵 ConfusedI choose these options because I am happy with the course, but some of the assignments leave me frustrated and confused, but after I get the answer and finished the assignment, I feel satisfied.The Crud AssignmentThe most frustrating thing about this assignment was that I forgot my root password, so I had to spend some time to change it, after I got that working during the rest of the assignment was strightforward.Keeping up with group assignments has been a challenge"
0,0,0,1,0,0,0,0,0,0,1,0,0,"🙂 SatisfiedI am doing well with the projects, but  Iam still undure how this group project will go.The biggest challenge I faced was getting mysql to work properly in connecting my databases to my api.I overcame the challenge with a lot of patience, time, and gained knowledge from trial and error.I do not have many current challenges, just hoping this group project breezes by."
0,0,0,0,1,0,0,0,0,0,0,0,0,🤩 ExcitedWe are starting the final project and my group seems like extremely hard working people so I am excited to see what we doAssignment 5I used a GeeksforGeeks article for extra helpNone at the moment
0,0,0,1,0,0,0,0,0,0,0,0,0,"🙂 SatisfiedI have enjoyed this class and have learned a lot in a short amount of time. My biggest challenge has been understanding database structures and query syntax when learning SQL. To overcome these challenges I used tutorials, practiced writing queries, and experimented with different SQL functions and clauses. I do not have any current challenges. "
0,0,0,0,0,0,0,0,0,0,0,1,0,"🙂 SatisfiedI have enjoyed learning about the API's and their usage, I have loved pycharm as an IDE it has been wonderful to use.I had a server issue as far as I can tell with FASTapi, but my code seemed to be correct, so im not sure where the issue was.I went to office hours to have them look at my coden/a"
0,0,0,0,0,0,0,1,0,0,1,0,0,🙂 SatisfiedIts getting alot more funMaking the software is easy. Learning all the terms is hard.Studying moreWorking with other people is going to be challenging. Typically college students are not greate collaborators.
0,0,0,0,0,0,0,0,0,1,0,0,0,"😰Anxious,😐 NeutralThere are a lot of assignments due on the same day. This causes me to feel anxious about how to manage my time well.The biggest challenge that I have faced for these past modules was mainly time management issues.One of the steps that I have taken to have better time management is to put my phone in a different room and start working on the assignments at hand.I am still struggling with time management, but it is less of an issue than it was before."
0,1,0,0,0,0,0,0,0,0,0,0,0,"🤩 ExcitedBecause I am learning about the current tools and
techniques of software systems development.My biggest challenge for these past few modules is making sure my code executes properlyI overcame these challenges by understanding the requirements, writing clean and modular code, using debugging tools, and testing incrementally. The steps I started taking towards overcoming it were to ensure I fully understood the problem I was trying to solve, split the problem into smaller, manageable tasks, write functions or classes to encapsulate different parts of the functionality, Use meaningful variable names, and follow consistent coding conventions, Use IDEs with built-in debuggers like PyCharm, Visual Studio Code, and Make small, incremental changes to your code and test frequently.there are no current challenges in the course"
1,0,0,0,0,0,0,0,0,0,0,0,0,"😐 NeutralBecause I do not feel strongly about the course.None.N/A.No, not currently."
0,0,1,0,0,0,0,0,0,0,0,0,0,🙂 SatisfiedI feel like I'm learning a lot but I'm just unsure how a group project will go without ever meeting in person as I've never done it before. My group has been great so far I just wouldn't say I'm excited for a group project done virtually. I do like that it is something new and I know it is becoming more common especially in the tech industry to do team-related activities remotely.I guess assignment 5 where at first I was struggling to link my database with pycharm but I figured it out pretty quickly also on assignment 5 I had a git commit issue where I accidentally pushed everything (git push -a) without writing any commits for all the code I just pushed.For the accidentally pushing everything problem I had to do git rm in order to remove the code from the repo then I made sure my code still worked and then finally I had to re-push everything with proper git commitsI currently have no challenges in the course
0,0,0,0,0,0,0,0,0,1,1,1,0,"🙂 SatisfiedI feel satisfied because I was able to successfully complete my work so far but there is still more to complete.My biggest challenges for these past modules was managing all of my assignments because there was a little more to complete this week than what I was used to and making sure everyone in the group was on track. It took a while to understand the FastAPI assignment.I overcame these challenges by the time management Feedback module. I did my best to communicate and work with my group members even if everything did not work out the way I would have liked it to.No, I do not have any at the moment."
0,0,1,0,0,0,0,0,0,0,0,0,0,"😣 Frustrated,😐 NeutralThe only reason I say I am frustrated is because we have to use GitHub.  I really do not enjoy it and I always have issues using it and connecting it to my programs in my IDE and I always end up needing help.  In my opinion it really makes things complex for no reason when I have had programming courses in the past that have never used it and when we need to screen shot everything and submit them along with GitHub links.  Trying to figure how to use GitHub still and getting it to work smoothly when connecting it to my programs in my IDE.  I still have not overcome this challenge but the videos in the practice module helped a little but I usually get help from TAs when I am having issues. My current challenges are understanding and using GitHub while getting it to work properly.  "
0,0,0,1,0,0,0,0,0,0,0,0,0,"😣 Frustrated,😵 Confused,😰AnxiousI keep having an issue when it comes to mysql database and connecting it to flaskalchemy its making a bottleneck in the last assignmentThe current issue where I am unable to use flask alchemy because sandwich maker database I made is an unknown databaseI am thinking about doing a fresh install of mysql and seeing if I can set it up differently The current issue where I am unable to use flask alchemy because sandwich maker database I made is an unknown database"
0,0,0,0,1,0,0,0,0,0,0,0,0,"😣 Frustrated,😵 Confused,😰Anxious,😐 NeutralI have no idea why I am getting errors for parts of assignments. Mainly figuring out how to deal with system errors. I have been researching to see if there are solutions, but so far it happens a lot. Same challenge as before. "
0,0,0,0,0,0,0,0,0,0,1,1,0,"🙂 SatisfiedSo far feeling good about the class. Most things I'm getting a grasp of however api's are interesting.So far the only big challenge was setting up the API endpoints on the last project but otherwise everything else has been fine. I tried searching fastapi's endpoint creation process in which my stuff still seemed correct and also tried troubleshooting swaggerui as my endpoints weren't even showing up there thinking it might be something with that. I also tried resetting my uvicorn three or four times. I wasn't able to figure out the issue but hopefully I'll be able to figure it out soon.I think that the group project is going to be tough just due to the setup of the class being completely asynchronous online. Hopefully, communication and work will be split properly but with the communication tools of Canvas and people having work it may be difficult to schedule work."
0,0,0,0,1,0,0,0,0,0,0,0,0,🙂 SatisfiedSo far in this course I'm learning a lot about software engineering that I didn't know before and I'm able to understand what is being taught.My biggest challenge for these past modules was probably the last two indiviual assignments about Fast Api just because I didn't know much about it and it was kinda confusing.I looked back at the notes and watched a few youtube videos on Fast Api and how to correctly use it.As of right now I don't currently have any challenges.
1,0,0,0,0,0,0,0,0,0,0,0,0,🙂 SatisfiedI have learned new concepts that will aid me for beginning with this project I did not have any specific challengesn/an/a
0,0,0,0,0,0,0,0,0,0,0,0,0,"😐 NeutralI chose neutral because I don't feel one way or another about the content being discussed, as some of the things seem to come easy while others provide me some difficulty and need extra time or resources to effectively understand.My biggest challenge was learning how to use HTML. This is because it is a new language to me and I have had very little experience with it. And coming from a mainly Java background I became a bit confused about how code was to be formatted/ structured.To help myself better learn HTML I used the video provided in this class along with some other tutorials I found on YouTube and CodeCademy. As I was mainly confused about the formatting of the code I decided to look primarily into tags to better understand what each of them means and how to implement time into my code effectively.I haven't encountered any more recent difficulties with this course."
0,0,0,0,0,1,0,0,0,0,0,0,0,"🙂 SatisfiedAgain the quizzes I believe are brutal if you miss one it kinda stacks up. The lecture also doesn't have all the information sometimes or the quiz answers are just wrong.Again the quizzes I believe are brutal if you miss one it kinda stacks up. The lecture also doesn't have all the information sometimes or the quiz answers are just wrong.Will probably meet with TA today to ask.For example:
[image.png] (/users/242803/files/25362279/preview?verifier=z5nvDRt1VLuTxXcfwDvhVCeF1QW7HT60pJgOF9qg)

Lecture:
[image.png] (/users/242803/files/25362280/preview?verifier=MZ1Qezy6eghTW7sJPzZY7UR5ODOxFYTGV3QSFfe9)"
0,0,0,0,1,0,0,0,0,0,1,0,0,"🙂 SatisfiedAt first I fell behind because it was hard grasping the concepts learned, but as I did more of the work, I started understanding more.Assignment 5 was pretty difficult, but I was able to do it. Right now I'm having trouble getting in touch with my group members.I found some YouTube videos that helped me out with the API implementation. With the group issue, I replied in the discussion again so hopefully they see it.Just the group issue. I'm fairly confident that I can complete the project myself but that wouldn't be beneficial with the scrum mindset."
0,0,0,0,0,0,0,0,0,0,0,1,0,"🙂 SatisfiedThere are a few bumps in the road of learning new things, but that comes with learning. Overall, I am satisfied with the course.Making sure I provided the right codes in the FastAPIChecked, checked and double checkedNone other than previously explained."
0,0,0,0,0,0,0,0,0,0,1,0,0,"🙂 SatisfiedI feel like I am doing well in the class, and I am understanding most concepts.Starting to work with my team has been a challenge, it is hard to rally everyone to accomplish something together but we made it work and I anticipate it will be easier going forward with the final project.Just by reaching out to my team frequently, reminding them of deadlines and what their expectations are. Not particularly, I have been able to resolve the challenges I've encountered so far."
1,0,0,0,0,0,0,0,0,0,0,0,0,🙂 SatisfiedNANANANA
0,0,0,0,1,0,0,0,0,0,0,0,0,🙂 SatisfiedI have so far been able to understand the contents and learn anything information that I was lacking for projectsAssignment 5A lot of trial and errorN/A
